profile pic,nums/length username,fullname words,nums/length fullname,name==username,description length,external URL,private,#posts,#followers,#follows,fake
1,0.142104608,0,0,0,0,0,0,1,87,26,0
1,0,1,0,0,9,0,0,10,301,394,0
1,0,1,0,0,30,0,1,64,130,224,0
1,0.088426239,1,0.088426239,0,0,0,0,632,800,4458,0
1,0,2,0,0,85,0,0,421,1928,2535,0
1,0,1,0,0,67,0,0,93,696,1401,0
1,0,2,0,0,21,0,0,102,3697,539,0
1,0,1,0,0,26,0,0,15,759,1118,0
1,0.169203052,3,0,0,60,0,0,7,187,308,0
1,0.02564734,2,0,0,57,0,0,46,376,466,0
1,0.090698942,2,0,0,0,0,0,80,1296,408,0
1,0,2,0,0,55,0,0,329,2667,576,0
1,0.030511763,1,0,0,9,0,0,5,110,113,0
1,0,1,0,0,8,0,0,95,842,509,0
1,0,2,0,0,64,1,0,80,757,211,0
1,0,1,0,0,74,0,0,97,719,1421,0
1,0,1,0,0,20,0,0,99,1187,899,0
1,0,1,0,0,0,0,0,3,331,330,0
1,0,0,0,0,31,0,0,177,1307,854,0
1,0.097223114,1,0.054012841,0,57,0,0,707,737,1008,0
1,0,1,0,0,25,0,0,299,4845,696,0
1,0,1,0,0,3,0,0,123,862,521,0
1,0,1,0,0,18,0,0,19,105,130,0
1,0.030991407,2,0,0,23,0,0,314,415,403,0
1,0.022223814,0,0,0,20,0,1,113,1037,534,0
1,0,1,0,0,74,0,1,30,768,394,0
1,0,2,0.009313757,0,2,0,0,69,7023,325,0
1,0,4,0,0,0,0,0,73,537,650,0
1,0.013825751,1,0,0,0,0,0,8,107,98,0
1,0.125417133,2,0,0,21,0,0,33,1242,540,0
1,0,2,0,0,131,1,0,544,105467,255,0
1,0.203200925,0,0,0,0,0,1,14,286,330,0
1,0,1,0,0,10,0,0,126,670,358,0
1,0,1,0,0,25,0,0,302,665,975,0
1,0,0,0,0,93,0,0,89,1027,2259,0
1,0,1,0,0,43,0,0,238,5189,661,0
1,0,2,0,0,59,0,0,589,10121,1070,0
1,0,2,0,0,0,0,0,8,217,74,0
1,0.05550785,1,0,0,50,0,0,465,9400,799,0
1,0,0,0,0,1,0,0,7197,876460,26,0
1,0.078594845,1,0,0,101,0,1,39,120,190,0
1,0.126195024,0,0,0,33,0,0,219,1527,2436,0
1,0.040934511,2,0,0,15,0,0,282,385,447,0
0,0,0,0,0,31,0,1,57,634,1023,0
1,0,2,0,0,0,0,0,7,79,60,0
1,0,1,0,0,0,0,0,23,592,1357,0
1,0,1,0,0,121,1,0,680,23121,897,0
1,0,0,0,0,17,0,1,130,1010,526,0
1,0.11038613,2,0,0,12,0,0,53,1266,483,0
1,0,1,0,0,47,0,0,50,625,589,0
1,0.112734617,2,0,0,14,0,0,50,1262,492,0
1,0,1,0,0,53,0,0,74,1759,642,0
1,0,2,0,0,1,0,0,43,199,371,0
1,0,2,0,0,0,0,0,33,203,345,0
1,0,2,0,0,90,0,0,25,213,267,0
1,0,2,0,0,64,1,0,432,33941,2417,0
1,0.084713949,2,0,0,0,0,0,11,164,92,0
1,0,1,0,0,31,0,0,299,1004,551,0
1,0.244099775,2,0,0,0,0,0,10,171,171,0
1,0,2,0,0,121,1,0,483,14754,563,0
1,0.078356382,2,0,0,22,0,0,10,408,396,0
1,0,0,0,0,76,0,0,60,283,1341,0
1,0.116569637,2,0,0,0,0,0,7,100,126,0
1,0,2,0,0,63,1,0,393,34468,2026,0
1,0,0,0,0,116,1,0,190,2684,582,0
1,0,2,0,0,3,0,0,54,373,361,0
1,0,1,0,0,1,0,1,32,181,391,0
1,0.155557972,2,0,0,19,0,1,24,46,84,0
1,0,1,0,0,4,0,1,4,135,181,0
1,0,2,0,0,51,0,0,102,3543,345,0
1,0,2,0,0,38,0,0,111,540,696,0
1,0,2,0,0,66,0,0,35,457,627,0
1,0,2,0,0,0,0,0,5,207,71,0
1,0.028188563,2,0,0,41,0,0,174,1197,328,0
1,0,2,0,0,10,1,0,486,30637,1412,0
1,0,1,0,0,46,0,0,9,307,396,0
1,0,0,0,0,24,0,0,248,1448,696,0
1,0.150386443,1,0,0,109,0,0,84,11490,237,0
1,0.074079397,1,0,0,54,0,0,6,102,245,0
1,0,2,0,0,18,0,0,282,3723,953,0
1,0,2,0,0,9,0,1,20,169,225,0
1,0.048854048,1,0,0,0,0,0,7,73,52,0
1,0,5,0,0,0,0,0,17,536,664,0
1,0,1,0,0,45,0,0,56,1781,539,0
1,0.027342528,1,0,0,23,0,1,0,112,449,0
1,0,2,0,0,58,1,0,174,11303,1081,0
1,0,1,0,0,56,0,0,456,18943,720,0
1,0,2,0,0,96,1,0,153,2437,407,0
1,0.002633206,2,0,0,0,0,0,158,287,226,0
1,0.054350666,0,0,0,0,0,0,401,1146,1929,0
1,0,2,0,0,94,0,0,144,2446,398,0
1,0,2,0,0,19,0,1,32,114,180,0
1,0,1,0,0,0,0,0,87,505,501,0
1,0,2,0,0,20,0,0,73,2571,733,0
1,0,1,0,0,5,0,0,9,107,102,0
1,0,1,0,0,0,0,0,342,915,557,0
1,0.032056708,2,0,0,34,0,0,77,1227,379,0
1,0,2,0,0,9,0,0,194,664,444,0
1,0,1,0,0,70,0,0,509,19036,699,0
1,0,0,0,0,34,0,0,84,2591,996,0
1,0,1,0,0,40,0,0,3918,782123,79,0
1,0,2,0,0,115,0,0,170,43256,3449,0
1,0,0,0,0,0,1,1,75,335,553,0
0,0.166137702,1,0,0,4,0,1,6,258,323,0
1,0,1,0,0,5,0,1,5,147,173,0
1,0,2,0,0,128,0,0,26,204,264,0
1,0,1,0,0,82,0,0,556,19121,680,0
1,0,2,0,0,126,0,0,5,228,237,0
1,0.067958281,2,0,0,5,0,0,282,358,432,0
1,0,3,0,0,145,1,0,106,40960,3860,0
1,0.055973431,0,0,0,51,0,0,84,1010,987,0
1,0,1,0,0,18,0,0,56,434,1249,0
1,0.100860389,1,0,0,84,0,0,18,755,364,0
1,0.055960849,1,0,0,138,0,0,33,831,149,0
1,0,1,0,0,5,0,1,6,173,167,0
1,0,2,0,0,30,0,0,66,726,643,0
1,0.080783173,2,0,0,74,0,0,32,367,476,0
1,0.09690551,3,0,0,52,0,0,7,245,334,0
1,0.093721744,3,0,0,25,1,0,19,750,535,0
1,0,0,0,0,0,0,1,25,193,410,0
1,0,1,0,0,64,0,0,41,693,656,0
1,0,0,0,0,9,0,0,6733,870405,23,0
1,0,10,0,0,46,0,1,33,950,1179,0
1,0,2,0.07116174,0,43,1,0,282,7825,591,0
1,0,2,0,0,19,0,0,60,693,647,0
1,0,0,0,0,19,0,0,8,287,371,0
1,0.157044737,2,0,0,40,0,0,1415,944,931,0
1,0.007596313,1,0,0,108,0,1,55,110,180,0
1,0.074586004,1,0,0,0,0,0,28,153,97,0
1,0,2,0,0,77,0,0,216,5337,623,0
1,0,1,0,0,119,0,0,220,2258,157,0
1,0,2,0,0,17,0,1,55,304,559,0
1,0,2,0,0,6,0,1,4,129,122,0
1,0,1,0,0,31,0,0,1214,728,1204,0
1,0,2,0,0,41,1,0,210,12917,795,0
1,0,1,0,0,7,0,1,7,164,164,0
1,0.18464487,1,0,0,35,0,0,18,1741,569,0
1,0.199392067,4,0,0,64,0,0,24,4115,3427,0
1,0.060369698,2,0,0,8,0,0,282,365,436,0
1,0.059031732,2,0,0,47,0,0,415,350928,112,0
1,0.024195798,2,0,0,21,0,0,281,402,456,0
1,0,2,0,0,25,0,0,10,128,176,0
1,0,1,0,0,31,0,1,62,117,206,0
1,0.185694861,0,0,0,0,0,1,55,266,300,0
1,0.044702103,2,0,0,83,0,0,35,961,73,0
1,0,0,0,0,97,0,0,103,831,1679,0
1,0,9,0,0,122,1,0,48,49540,299,0
1,0,2,0,0,25,0,0,85,509,670,0
1,0,0,0,0,29,0,0,179,1021,518,0
1,0.068443795,2,0,0,13,0,0,18,416,394,0
1,0,2,0,0,36,0,1,39,1518,1432,0
1,0.105743391,2,0,0,0,0,0,14,72,109,0
1,0,2,0,0,97,0,1,420,752,3549,0
1,0.044945256,1,0,0,0,0,0,0,88,43,0
1,0,2,0,0,41,0,1,77,263,538,0
1,0,2,0,0,87,0,1,485,805,3599,0
1,0.000465246,1,0,0,29,0,0,64,134,232,0
1,0.010704882,1,0,0,35,0,1,61,97,176,0
1,0,1,0,0,27,0,1,5,18,19,0
1,0,2,0,0,22,0,0,22,396,427,0
1,0.089530474,2,0,0,48,0,1,77,1309,1197,0
1,0,3,0,0,0,0,0,96,538,645,0
1,0,3,0,0,100,0,1,88,110,371,0
1,0.133911438,2,0,0,41,0,0,20,398,251,0
1,0.145381493,1,0,0,36,0,1,6,1197,629,0
1,0.167722643,2,0,0,0,0,0,88,1170,611,0
1,0,1,0,0,8,0,0,82,353,547,0
1,0,2,0,0,30,0,0,215,467,315,0
1,0,2,0,0,14,0,0,140,7411,302,0
1,0,2,0,0,58,0,0,1134,530643,626,0
1,0.003054946,2,0,0,0,0,0,9,216,75,0
1,0.048621631,1,0,0,22,0,0,18,710,580,0
1,0.146559884,0,0,0,0,0,1,15,148,448,0
1,0,0,0,0,93,0,0,234,2750,599,0
1,0,2,0,0,13,0,1,78,220,386,0
1,0.237741363,1,0,0,22,0,0,49,515,496,0
1,0,2,0,0,71,0,0,346,1889,2344,0
1,0.072076179,1,0,0,22,0,0,152,1051,1040,0
1,0,1,0,0,30,0,0,302,642,710,0
1,0,1,0,0,33,0,0,92,676,1003,0
1,0,3,0,0,46,0,0,251,50331,894,0
1,0,2,0,0,11,0,0,354,708,425,0
1,0,2,0,0,50,0,0,110,177,170,0
1,0,1,0,0,3,0,0,1,329,335,0
1,0,1,0,0,133,0,0,73,119,111,0
1,0,1,0,0,3,0,0,27,591,1367,0
1,0,8,0,0,34,0,0,83,985,1161,0
1,0,1,0,0,11,0,1,1097,560,1102,0
1,0,2,0,0,96,1,0,168,2433,422,0
1,0,2,0,0,55,1,0,1159,541051,673,0
1,0.253014578,0,0,0,50,0,0,42,1004,962,0
1,0,2,0,0,24,0,0,79,1716,1675,0
1,0.089010149,1,0,0,0,0,0,1,69,31,0
1,0,1,0,0,30,0,0,57,128,236,0
1,0,0,0,0,5,0,1,11,171,377,0
1,0,1,0,0,89,0,0,3,63,111,0
1,0,2,0,0,21,0,0,5649,7805372,9,0
1,0,1,0,0,37,0,0,100,2641,756,0
1,0,2,0,0,21,0,0,235,417,478,0
1,0,7,0,0,131,1,0,161,69441,247,0
1,0,1,0,0,1,0,0,409,1124,1854,0
1,0.227140772,0,0,0,36,0,0,38,989,954,0
1,0.130752202,1,0,0,21,0,0,1021,928,545,0
1,0,2,0,0,149,0,0,117,814,4842,0
1,0,1,0,0,48,0,0,153,907,107,0
1,0,2,0,0,71,0,0,331,71827,681,0
1,0,1,0,0,57,0,0,8,1246,1194,0
1,0,1,0,0,53,0,0,300,2155,1097,0
1,0,0,0,0,1,0,0,89,4258,399,0
1,0,2,0,0,94,0,1,992,616,1364,0
1,0,2,0,0,51,0,0,313,2694,560,0
1,0,1,0,0,17,0,0,593,772,425,0
1,0,2,0,0,64,0,0,1063,502937,510,0
1,0.04695661,2,0,0,57,0,0,87,1373,477,0
1,0.085480349,2,0,0,0,0,0,11,163,93,0
1,0,2,0,0,62,0,0,48,696,677,0
1,0,2,0,0,73,0,0,389,50630,776,0
1,0,2,0,0,32,0,0,78,1728,1511,0
1,0,1,0,0,7,0,0,379,1177,1857,0
1,0,1,0,0,49,0,0,64,1110,2574,0
0,0,1,0,0,4,0,0,78,497,1170,0
1,0.027419326,2,0,0,24,0,0,358,6524137,505,0
1,0.087835444,0,0,0,0,0,1,10,305,333,0
1,0,1,0,0,66,0,0,99,799,154,0
1,0,2,0,0,0,0,1,17,155,190,0
1,0,2,0,0,118,0,0,29,203,269,0
1,0,1,0,0,0,0,0,3,35,28,0
1,0.140530687,2,0,0,42,0,0,18,397,249,0
1,0,1,0.077306466,0,11,0,0,15,454,412,0
1,0,2,0,0,10,0,1,146,264,210,0
1,0,2,0,0,17,0,1,4,258,355,0
1,0,2,0,0,48,0,1,21,1366,1300,0
1,0.32928243,2,0,0,13,1,0,9,781,472,0
1,0.107968718,2,0,0,82,0,0,25,363,481,0
0,0,0,0,0,32,0,1,54,638,1021,0
1,0,0,0,0,8,0,0,10,301,392,0
1,0,2,0.021428161,0,98,1,0,207,5729,619,0
1,0.044534265,1,0,0,7,0,0,6,113,110,0
1,0.095563626,3,0,0,69,0,1,28,335,512,0
1,0,1,0,0,116,0,0,40,91,111,0
1,0,2,0,0,3,0,1,9,157,171,0
1,0.206643571,0,0,0,40,0,0,56,980,998,0
1,0,1,0,0,21,0,0,56,143,239,0
1,0.078103287,1,0,0,0,0,0,4,74,43,0
1,0,2,0,0,104,0,0,184,44455,3020,0
1,0.013194906,1,0,0,0,0,0,2,41,23,0
1,0,1,0,0,40,0,0,11,310,361,0
1,0,3,0,0,28,0,0,51,504,682,0
1,0.083797612,2,0,0,0,0,1,7,94,127,0
1,0.023793622,2,0,0,87,0,0,15,420,568,0
1,0.034222271,2,0,0,36,0,0,819,789,934,0
1,0,2,0,0,1,0,0,28,162,216,0
1,0.033393414,4,0,0,84,0,0,497,325117,65,0
0,0,1,0,0,7,0,1,9,244,339,0
1,0.173290475,1,0,0,3,0,0,9,166,163,0
1,0.089725175,0,0,0,0,0,0,10,127,103,0
1,0,2,0,0,44,1,0,566,97099,459,0
1,0,2,0,0,55,0,0,254,2675,503,0
1,0.143007744,1,0,0,0,0,0,3,284,326,0
1,0,1,0,0,71,1,0,114,2002,299,0
1,0,2,0,0,122,0,1,13,190,180,0
1,0,0,0,0,103,0,0,80,1265,2955,0
1,0,1,0,0,72,0,0,152,2078,348,0
1,0.204485069,0,0,0,2,0,1,10,124,448,0
1,0,0,0,0,0,0,1,20,191,410,0
1,0,2,0,0,0,0,0,371,725,415,0
1,0,1,0,0,32,0,1,8,112,442,0
1,0,2,0,0,52,0,0,96,3544,316,0
1,0,2,0.015591591,0,57,1,0,376,8516,399,0
1,0,2,0,0,7,0,0,5,104,109,0
1,0.013345202,0,0.013345202,0,61,0,0,157,1680,2972,0
1,0,3,0,0,25,0,0,155,440,278,0
1,0,1,0,0,24,0,0,23,702,604,0
1,0,1,0,0,34,0,0,40,663,1023,0
1,0.063537703,3,0,0,23,1,0,26,774,520,0
1,0,2,0,0,32,0,1,63,281,547,0
1,0,2,0,0,15,0,0,199,1085,1063,0
1,0,1,0,0,30,0,0,4,276,371,0
1,0,2,0,0,70,1,0,464,710030,399,0
1,0.006343762,2,0,0,29,0,0,211,1429,629,0
1,0.056598223,0,0,0,28,0,1,78,992,976,0
1,0.093017097,0,0,0,0,0,0,10,131,99,0
1,0.244832124,1,0,0,0,0,0,8,170,166,0
1,0.073241523,2,0,0,33,1,0,57,187,65,0
1,0,1,0,0,5,1,0,111,391,494,0
1,0,1,0,0,0,0,0,9,42,30,0
1,0.022407979,1,0,0,37,0,1,63,95,174,0
1,0,1,0,0,0,0,1,87,398,297,0
1,0,1,0,0,0,0,0,111,506,571,0
1,0,1,0,0,0,0,0,8,105,97,0
1,0.273805412,1,0.077734024,0,10,0,0,30,502,481,0
1,0,1,0,0,1,0,0,3,35,21,0
1,0.328964386,1,0.182757992,0,137,0,0,748,706,1255,0
1,0,1,0,0,32,0,0,31,106,250,0
1,0.054849039,2,0,0,66,0,0,39,371,471,0
1,0,2,0,0,27,0,0,106,493,997,0
1,0,1,0,0,0,0,0,67,133,96,0
1,0.059828496,2,0,0,46,0,0,410,350529,113,0
1,0,2,0,0,94,1,0,319,91904,212,0
1,0,2,0,0,115,0,0,23,193,173,0
1,0.052403227,1,0,0,1,0,0,12,134,97,0
1,0,1,0,0,0,0,0,230,421,904,0
1,0.087738205,1,0,0,11,0,1,170,1568,1834,0
1,0,0,0,0,0,0,0,176,397,831,0
1,0.000518625,1,0,0,40,0,0,212,12939,811,0
1,0,2,0,0,72,1,0,417,36993,1687,0
1,0,1,0,0,56,0,1,24,1203,1158,0
1,0,1,0,0,67,0,1,58,103,178,0
1,0,1,0,0,0,0,0,13,46,35,0
1,0,1,0,0,118,1,0,663,23761,951,0
1,0,0,0,0,8,0,0,88,871,1146,0
1,0,0,0,0,76,0,0,10,306,375,0
1,0.241063799,0,0,0,0,0,1,15,263,332,0
1,0,0,0,0,57,0,0,10,309,390,0
1,0.028526317,2,0,0,12,0,0,6,406,403,0
1,0,2,0,0,66,0,0,517,10412,945,0
1,0.096406133,2,0,0,0,0,1,12,158,99,0
1,0,1,0,0,0,0,0,113,511,582,0
0,0,1,0,0,27,0,1,107,496,1002,0
1,0.012572427,1,0,0,0,0,0,9,206,78,0
1,0,4,0,0,11,0,0,41,537,674,0
1,0,2,0,0,23,0,0,6,799,1156,0
1,0,1,0,0,0,0,1,6,151,127,0
1,0,1,0,0,0,0,0,28,115,97,0
1,0,2,0,0,19,0,0,116,539,668,0
1,0.057917526,0,0,0,1,0,0,11,117,99,0
1,0,1,0,0,7,0,1,7,167,164,0
1,0.315807706,1,0,0,35,0,0,109,807,678,0
1,0,2,0,0,131,1,0,492,64819,357,0
1,0,2,0,0,101,1,0,157,2413,349,0
1,0.062561227,2,0,0,124,0,0,71,894,72,0
1,0.086676912,0,0,0,0,0,0,15,79,36,0
1,0,1,0,0,43,0,0,209,5186,628,0
1,0,2,0,0,123,0,1,11,199,193,0
1,0,5,0,0,111,0,0,684,339902,2,0
1,0,1,0,0,134,1,0,787,20220,1178,0
1,0,2,0,0,35,0,0,84,763,669,0
1,0,0,0,0,34,0,0,21,561,597,0
1,0,1,0,0,2,0,1,50,193,393,0
1,0,1,0,0,33,0,0,122,269,370,0
1,0,2,0,0,11,0,0,119,539,655,0
1,0,1,0,0,6,0,0,108,852,515,0
1,0,1,0,0,55,0,0,19,120,177,0
1,0,1,0,0,87,0,1,27,759,372,0
1,0,1,0,0,2,0,0,23,196,344,0
1,0.017129417,2,0,0,0,0,0,7,104,102,0
1,0.113332545,0,0,0,0,0,0,1,78,33,0
1,0,1,0,0,68,0,0,329,2638168,355,0
1,0,2,0,0,66,0,0,267,10155,1235,0
1,0,1,0,0,38,0,0,41,421,310,0
1,0,2,0,0,11,0,1,5,256,351,0
1,0,1,0,0,20,0,0,175,1057,1055,0
1,0,2,0,0,3,0,0,63,484,1187,0
1,0,1,0,0,0,0,0,3,33,34,0
1,0.040274878,1,0,0,21,0,0,49,160,87,0
1,0,2,0,0,6,0,0,8,403,404,0
1,0,1,0,0,9,0,0,6,105,110,0
1,0.055160048,2,0,0,31,0,0,140,1352,630,0
1,0.019991311,1,0,0,0,0,0,0,92,47,0
1,0.095811678,2,0,0,44,0,0,136,5535,436,0
1,0,2,0,0,82,0,1,87,113,395,0
1,0.052655704,2,0,0,17,0,0,73,201,43,0
1,0.114828315,1,0,0,13,0,1,14,176,163,0
1,0.22902424,1,0,0,0,0,1,7,266,324,0
1,0,0,0,0,19,0,0,12,303,369,0
1,0,2,0,0,63,0,0,60,894,3086,0
1,0.062490176,4,0.107976872,0,60,0,0,71,756,537,0
1,0,2,0,0,5,0,1,48,360,339,0
1,0.081291233,2,0,0,31,0,0,37,405,267,0
1,0,3,0,0,71,0,0,1194,696669,133,0
1,0.183244199,2,0,0,15,0,0,22,49,86,0
1,0,1,0,0,41,0,0,239,822,845,0
1,0,0,0,0,75,0,0,12,312,373,0
1,0.121229313,1,0,0,0,0,0,3,291,327,0
1,0.040760195,1,0,0,2,0,0,69,354,539,0
1,0,2,0,0,99,0,0,211,5380,602,0
1,0,2,0,0,85,0,0,422,1929,2538,0
1,0,2,0,0,3,0,0,35,163,254,0
1,0.055074268,0,0,0,0,0,0,20,72,43,0
1,0,1,0,0,100,0,0,496,2351,794,0
1,0.054296263,2,0,0,11,0,0,135,1353,495,0
1,0,2,0,0,18,0,0,95,516,662,0
1,0,1,0,0,3,0,0,550,756,427,0
1,0,1,0,0,14,0,1,9,315,344,0
1,0.075202423,1,0,0,40,0,0,50,89,139,0
1,0.099020889,1,0.099020889,0,0,0,0,713,752,4651,0
1,0,1,0,0,26,0,0,59,615,1034,0
1,0,1,0,0,27,0,0,39,719,624,0
1,0.071605307,1,0,0,0,0,0,0,83,39,0
1,0.154701882,0,0,0,52,0,1,260,984,2581,0
1,0,2,0,0,7,0,1,4,124,122,0
1,0.256386243,1,0,0,35,0,0,100,792,670,0
1,0.230555449,1,0.016398497,0,14,0,0,37,494,484,0
1,0,1,0,0,0,0,0,148,472,1044,0
1,0.068447777,2,0,0,20,0,0,395,6199179,1096,0
1,0,2,0,0,87,0,0,253,1793,479,0
1,0,0,0,0,15,0,0,158,998,527,0
1,0,2,0,0,36,0,0,231,897,700,0
1,0,2,0,0,113,0,1,319,670,3471,0
1,0,2,0,0,126,0,0,5,227,238,0
1,0.203817125,0,0,0,27,0,0,41,983,953,0
1,0,2,0,0,77,1,0,298,17416,419,0
1,0,3,0.209029744,0,90,0,1,128,784,522,0
1,0,1,0,0,14,0,0,12,720,1229,0
1,0.028520972,2,0,0,8,0,0,77,7305,265,0
1,0.208426955,4,0,0,65,0,0,9,4050,3879,0
1,0,1,0,0,27,0,0,904,447,908,0
1,0,1,0,0,112,0,1,45,130,177,0
1,0.096986342,1,0,0,99,0,0,100,10759,645,0
1,0,1,0,0,70,0,1,227,1309,932,0
1,0.111600095,1,0,0,19,0,0,44,1791,634,0
1,0,1,0,0,112,0,1,95,884,4598,0
1,0.013878639,1,0,0,52,0,0,15,123,179,0
1,0.119354987,1,0,0,28,0,0,250,1422,2033,0
1,0.138554834,2,0,0,38,0,0,4,377,259,0
1,0,1,0,0,45,0,0,216,5239,641,0
1,0.037407797,3,0,0,15,0,0,321,3397,983,0
1,0,1,0,0,56,0,0,87,663,1372,0
1,0.043004105,1,0,0,99,0,1,65,98,171,0
1,0,1,0,0,70,0,0,9,75,118,0
1,0.284721359,2,0,0,25,0,1,232,1470,1221,0
1,0,2,0,0,33,0,0,57,99,177,0
1,0.124181718,1,0,0,104,0,0,19,161,231,0
1,0,2,0,0,88,0,0,259,1795,473,0
1,0.040654761,1,0,0,14,0,0,80,999,590,0
1,0,2,0,0,9,0,0,95,852,510,0
1,0,1,0,0,3,0,0,88,406,284,0
1,0.119108452,3,0,0,81,0,0,225,3161,3229,0
1,0,0,0,0,40,0,0,227,1035,520,0
1,0,1,0,0,11,0,0,585,717,454,0
1,0,2,0,0,80,0,0,179,1493,1002,0
1,0,1,0.008186026,0,32,0,0,70,420,367,0
1,0,1,0,0,22,0,1,118,267,335,0
1,0,1,0,0,2,0,0,10,91,122,0
0,0,0,0,0,26,0,1,15,219,323,0
1,0,1,0,0,115,0,0,37,87,111,0
1,0.086208825,2,0,0,52,0,0,391,789,398,0
1,0.145005028,2,0,0,42,0,0,92,5664,325,0
1,0,3,0,0,24,0,0,147,424,272,0
1,0,1,0,0,10,0,0,170,469,517,0
1,0.15554684,1,0,0,12,0,1,4,106,467,0
1,0,2,0,0,63,0,0,90,216,171,0
1,0.295436207,1,0,0,1,0,1,8,99,486,0
1,0.094057149,1,0,0,12,0,1,14,55,83,0
1,0,2,0,0,56,1,0,383,650952,411,0
1,0,1,0,0,96,0,0,374,10301,2086,0
1,0.00806126,1,0,0,0,0,0,6,148,123,0
1,0,1,0,0,0,0,0,51,500,1242,0
1,0.094141097,1,0,0,45,0,1,94,182,168,0
1,0.108566748,0,0,0,0,0,0,1,76,34,0
1,0.285884886,2,0,0,47,0,0,1562,1118,698,0
1,0,1,0,0,130,0,0,153,10638,2824,0
1,0,2,0,0,67,0,0,53,704,672,0
1,0.080651232,1,0,0,23,0,0,24,159,88,0
1,0.104746674,2,0,0,81,0,0,26,363,480,0
1,0.05137677,0,0,0,30,0,1,80,994,978,0
1,0,0,0,0,1,0,1,20,189,414,0
1,0.180329473,2,0,0,22,0,0,23,45,80,0
1,0.091080934,1,0,0,29,0,1,53,1127,587,0
1,0,1,0,0,46,0,0,218,5181,806,0
1,0,2,0,0,58,0,0,71,1184,1915,0
1,0,2,0,0,0,0,0,8,78,61,0
0,0,0,0,0,30,0,1,63,626,1026,0
1,0.087064584,2,0,0,0,0,0,8,34,87,0
1,0,1,0,0,10,0,0,9,302,407,0
1,0.003983222,0,0.003983222,0,68,0,0,97,1781,2790,0
1,0,2,0,0,113,1,0,323,13565,425,0
1,0,0,0,0,1,0,1,19,190,407,0
1,0.108551575,1,0,0,13,0,1,16,54,82,0
1,0,0,0,0,39,1,0,553,2462,962,0
1,0,1,0,0,8,0,0,108,3917,379,0
1,0.033928699,2,0,0,38,0,0,165,1207,335,0
1,0.077278642,2,0,0,11,0,1,33,309,537,0
1,0,2,0,0,8,0,0,30,146,258,0
1,0.003223971,1,0,0,1,0,0,72,138,95,0
1,0,1,0,0,90,1,0,532,2366,818,0
1,0.053366437,2,0,0,4,0,1,616,1842,1372,0
1,0,1,0,0,24,0,0,91,156,131,0
1,0.063269105,1,0,0,0,0,1,9,256,341,0
1,0.060917059,1,0.060917059,0,40,0,0,58,547,461,0
1,0,2,0,0,14,0,1,114,1307,167,0
1,0,1,0,0,60,1,0,774,2733,890,0
1,0,3,0,0,58,0,1,19,154,320,0
1,0,1,0,0,0,0,0,5,135,175,0
1,0.081124479,4,0,0,8,0,0,176,2977,462,0
1,0,1,0,0,67,1,0,142,1488,1907,0
1,0.001387907,2,0,0,54,0,0,641,9927,1234,0
1,0,1,0,0,35,0,1,1220,726,1226,0
1,0.075798722,1,0,0,48,0,0,399,9224,663,0
1,0,2,0,0,124,0,1,9,207,206,0
1,0.057029573,1,0,0,0,0,0,1,57,28,0
1,0,2,0,0,55,1,0,358,2922778,271,0
1,0.127298962,1,0,0,36,0,0,14,411,382,0
1,0,2,0,0,145,0,0,9,413,144,0
1,0.012694644,3,0,0,2,0,0,57,6940,281,0
1,0.079985763,2,0,0,0,0,0,196,318,184,0
1,0,1,0,0,0,0,0,55,128,96,0
1,0.109608527,1,0,0,39,0,0,64,542,481,0
1,0.000604617,1,0,0,68,1,0,99,802,150,0
1,0.049094146,2,0,0,15,0,0,72,210,48,0
0,0.114768251,1,0,0,11,0,1,9,246,323,0
1,0.269219805,1,0.099744935,0,8,0,0,27,501,475,0
1,0,1,0,0,6,0,0,59,2591,843,0
1,0,2,0,0,49,0,0,6,154,306,0
1,0.040472648,1,0,0,17,0,0,88,814,739,0
1,0,1,0,0,2,0,0,574,766,424,0
1,0.087523273,1,0,0,0,0,0,246,228,383,0
1,0,2,0,0,23,0,1,12,175,255,0
1,0,1,0,0,40,0,0,84,547,487,0
1,0.020582497,2,0,0,9,0,0,62,3617,318,0
1,0.013540771,1,0,0,1,0,1,51,190,399,0
1,0,1,0,0,0,0,1,14,68,65,0
1,0,2,0,0,45,0,1,8,273,351,0
1,0,1,0,0,27,0,1,53,144,234,0
1,0.170585805,2,0,0,39,0,1,140,1365,1198,0
1,0.107873985,2,0,0,60,0,0,28,1274,611,0
1,0.135197914,0,0,0,53,0,0,245,1134,2125,0
1,0,7,0,0,48,0,1,55,971,1117,0
1,0,2,0,0,7,0,0,268,461,944,0
1,0,2,0,0,1,0,1,24,167,208,0
1,0.02444844,2,0,0,46,0,0,77,1184,401,0
1,0.077418518,1,0,0,92,0,1,72,90,166,0
1,0.034647274,2,0,0,64,0,0,20,222,269,0
1,0,1,0,0,82,0,0,13,74,107,0
1,0,2,0,0,28,0,0,117,418,307,0
1,0.045009411,1,0,0,0,0,0,9,78,54,0
1,0,1,0,0,59,0,0,466,18960,716,0
1,0,2,0,0,15,0,0,36,3772,266,0
1,0,7,0,0,35,0,0,15,874,1183,0
1,0,2,0,0,1,0,1,23,168,208,0
1,0.091911268,2,0,0,98,0,0,71,1512,596,0
1,0,1,0,0,26,0,1,343,1592,6444,0
1,0,0,0,0,0,0,1,17,38,37,0
